@hubs
# A hub is a group of zones.
# ***** !!!!! SIZES INDICATE NUMBER OF INTERSECTIONS, NOT NUMBER OF POIS !!!!! *****
# ***** !!!!! DO NOT ABUSE MIN AND MAX, YOU WILL BREAK THE GENERATION !!!!! *****
# name,biomes,townships,zones,small_sizes,medium_sizes,large_sizes,prob,min,max
#    name: name of the hub
#    biomes: biomes where the hub can be generated
#    townships: townships of this hub
#    zones: zones contained by the hub
#    small_sizes: sizes the hub can have when users selects "small"
#    medium_sizes: sizes the hub can have when users selects "medium"
#    large_sizes: sizes the hub can have when users selects "large"
#    prob: probability of this hub being generated. A number between 0 and 1 is advisable, but it can be exceeded
#    min: minimum number of times this hub must be generated
#    max: maximum number of times this hub can be generated
default_city,burnt_forest/snow/pine_forest/desert/wasteland,city,residentialold/residentialnew/downtown/industrial/commercial,10/20,30/40/50,60/70/80,1,,
default_single_city,burnt_forest/snow/pine_forest/desert/wasteland,city,residentialold/residentialnew/downtown/industrial/commercial,80/100/120,130/150/170,180/200/220,1,,
default_town,burnt_forest/snow/pine_forest/desert/wasteland,town,residentialold/residentialnew/industrial/commercial,5/10,10/15/20,30/40,1,,
default_village,burnt_forest/snow/pine_forest/desert/wasteland,village,residentialold/residentialnew/commercial,1/2,1/2/3/4/5,6/8/10,1,,
oldwest_village,desert,village,oldwest,2/3,3/4,4/5,0.5,,

@zones
# A zone is a group of POIs.
# ***** !!!!! DO NOT REPEAT THE SAME COLOR MULTIPLE TIMES !!!!! *****
# name,red,green,blue
#    name: name of the zone
#    red: red value of rgb color
#    green: green value of rgb color
#    blue: blue value of rgb color
residentialold,255,100,0 #orange
residentialnew,255,255,0 #yellow
downtown,0,255,0 #green
industrial,0,0,255 #blue
commercial,255,0,255 #purple
oldwest,161,81,0 #brown

#<name>,<x size>,<y size>,<z size>,<y offset>,<rotation to face north>,<allowed biomes>,<allowed townships>,<zones>,<min>,<max>
@pois
street_courtland_apache,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_courtland_coronado,1,1,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_courtland_east_260,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_davis,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_huenink_courtland,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_lake_bell,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_light_01,2,12,1,0,1,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,,
street_light_02,2,12,1,0,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,any,,
street_maple,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_maple_courtland,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_private,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
street_tran_courtland,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
streets_essag,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
streets_tran_and_lang,1,2,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
survivor_site_01,25,10,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_02,25,10,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_03,25,14,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_04,25,20,25,-4,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_05,25,17,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_06,25,20,25,-4,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_07,25,16,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
survivor_site_08,25,23,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness,nozone,,
theater_01,39,23,44,0,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town,commercial/downtown,,
trader_bob,41,27,46,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,any,6,
trader_hugh,45,28,49,-8,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,any,6,
trader_jen,43,24,41,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,any,5,
trader_joel,35,32,35,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,any,5,
trader_rekt,37,24,37,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,any,5,
trailer_01,25,7,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,residentialold,,
trailer_02,32,8,32,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,residentialold,,
trailer_03,25,9,25,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,residentialold,,
trailer_04,25,9,26,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,residentialold,,
trailer_park_01,44,11,44,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,residentialold,,
tree_burntpine_01,1,11,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,,
tree_burntpine_02,1,10,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,,
tree_burntpine_03,1,9,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,,
tree_cactus_01,1,6,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_cactus_02,1,5,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_cactus_03,1,4,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpine06m,1,6,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpine13m,1,13,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpine16m,1,16,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpine19m,1,18,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpine20m,1,20,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
tree_mountainpinedry,1,19,1,0,0,burnt_forest/snow/pine_forest/desert/wasteland,,navonly,,
utility_celltower_01,28,90,24,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,industrial,,
utility_celltower_02,22,59,26,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,,,,
utility_electric_co_01,45,31,45,-8,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,industrial,,
utility_refinery_01,58,37,48,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,industrial,,
utility_waterworks_01,45,31,45,-14,2,burnt_forest/snow/pine_forest/desert/wasteland,city/wilderness/town/rural,industrial,,
vacant_lot_01,23,13,30,-1,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,20,
vacant_lot_02,23,13,30,-1,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,20,
vacant_lot_03,16,4,30,-1,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,10,
vacant_lot_04,16,4,30,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,15,
vacant_lot_05,27,3,41,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,any,,
water_tower_01,15,17,15,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/town/rural,industrial,4,
water_tower_02,15,17,17,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/town/rural,industrial,,
water_tower_03,21,21,24,-1,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,residentialnew/industrial/residentialold,,
wotw_Business_AutoShop1,32,15,32,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,10,
wotw_Business_AutoShop2,33,16,37,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,10,
wotw_Business_BGBarbershop1,25,12,23,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Business_Brewery1,34,16,34,-6,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,,
wotw_Business_CatStore1,17,12,18,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Business_DistributionCenter,49,13,44,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,20,
wotw_Business_DogDaycare1,21,12,21,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Business_Hotel1,43,21,90,-6,1,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/residentialnew/commercial,,
wotw_Business_MechShop1,32,10,18,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,8,
wotw_Business_MovieTheatre1,73,15,63,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,15,
wotw_Business_Nursery1,23,10,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,8,
wotw_Business_ShopScene1,82,21,46,-6,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,8,
wotw_Business_Tower1,22,22,22,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,8,
wotw_Business_Tower2,43,67,43,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,6,
wotw_Business_Union1,34,25,12,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown,12,
wotw_Campsite01,16,11,22,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/rural,residentialold,,
wotw_Campsite02,12,9,8,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/rural,residentialold,,
wotw_Campsite03,12,10,18,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/rural,residentialold,,
wotw_Church_Modded1,44,22,43,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,,,
wotw_CityBuilding_PoliceStation1,28,14,41,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town,downtown,20,
wotw_CityBuilding_Prison1,57,19,75,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town,industrial,,5
wotw_Deco_CopperZincVein,2,12,2,-10,2,burnt_forest/snow/pine_forest/desert/wasteland,,biomeonly,250,
wotw_Deco_TungstenVein,2,12,2,-10,2,burnt_forest/snow/pine_forest/desert/wasteland,,biomeonly,100,
wotw_Farm_AllCrops,23,11,21,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_AppleCrop,9,6,9,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_BlackberryCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_CarrotCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_CocoaCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_CucumberCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_Garden1,15,10,10,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,15,
wotw_Farm_LeekCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,15,
wotw_Farm_LettuceCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,15,
wotw_Farm_MelonCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,15,
wotw_Farm_MossCrop,13,7,14,0,2,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,,5,
wotw_Farm_OnionCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_PepperCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_PumpkinCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_StrawberryCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,25,
wotw_Farm_TomatoCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,15,
wotw_Farm_WheatCrop,13,8,14,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,industrial/residentialold,20,
wotw_Hotel_Motel1,45,17,45,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,downtown/commercial,,
wotw_HouseA_Res1,40,32,54,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town,residentialnew,,
wotw_HouseA_Res2,24,25,41,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town,residentialnew,,
wotw_HouseA_Res3,44,21,69,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town,residentialnew,,
wotw_HouseA_Res4,20,23,26,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town,residentialnew,,
wotw_HouseA_Res5,20,17,15,-5,3,burnt_forest/snow/pine_forest/desert/wasteland,city/town,residentialnew,,
wotw_HouseB_AFrame1,12,11,12,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,,,
wotw_HouseB_Beach,14,19,19,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,,,
wotw_HouseB_Beach01,14,20,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,,
wotw_HouseB_Beach02,14,20,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,,
wotw_HouseB_Beach03,14,20,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,,
wotw_HouseB_Beach04,14,20,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,,
wotw_HouseB_Beach05,14,20,23,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,,
wotw_HouseB_Fallen_Base,27,16,27,-6,0,burnt_forest/snow/pine_forest/desert/wasteland,rural,downtown/residential/residentialold/resdentialold,,
wotw_HouseB_HuntingLodge1,13,17,27,-7,0,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_LogCabin1,22,16,23,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_LogCabin2,18,17,23,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_Res1,15,22,22,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_Res2,15,22,22,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_Res3,36,18,37,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,residential/residentialnew/resdentialold,,
wotw_HouseB_Shotgun1,25,11,7,-5,3,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_HouseB_TreeHouse1,15,18,16,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,town/rural,residentialold,,
wotw_Industrial_Barn1,10,12,15,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Industrial_Boat1,6,10,15,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,5,
wotw_Industrial_Castle1,94,49,108,-26,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial,5,8
wotw_Industrial_Castle2,37,23,41,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,5,10
wotw_Industrial_Church1,10,15,15,-6,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Industrial_Colosseum,39,34,42,-15,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,,
wotw_Industrial_Firehall1,29,10,33,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,15,
wotw_Industrial_Maze1,20,15,20,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Industrial_Outhouse1,5,9,5,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Industrial_Ship1,19,64,70,-5,3,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,6,
wotw_Industrial_VikingVillage1,42,19,34,-11,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Industrial_Village1,53,26,47,-10,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,,
wotw_Resource_RandomLootCrate1,7,6,7,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,,20,
wotw_Resource_RandomLootCrate2,3,6,3,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,,25,
wotw_Resource_RandomLootCrate3,7,7,7,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,,20,
wotw_Resource_RandomLootCrate4,7,9,7,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,,20,
wotw_Resource_RandomOrePile,5,8,5,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,,,
wotw_Restaurant_Bar1,29,11,25,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Restaurant_Bar2,18,15,18,-5,3,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,,
wotw_Restaurant_Burgers1,29,11,28,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Restaurant_Cafe1,14,15,15,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,,
wotw_Restaurant_Chinese1,21,13,20,-5,1,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,15,
wotw_Settlement_ClassStore1,34,25,28,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,20,50
wotw_Settlement_MiniBob,7,29,7,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,10,
wotw_Settlement_MiniJay,7,29,7,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,10,
wotw_Settlement_TraderBob1,41,31,46,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,6,
wotw_Settlement_TraderHugh1,45,28,49,-8,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,8,
wotw_Settlement_TraderJen1,43,28,42,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,12,
wotw_Settlement_TraderJoel1,35,36,37,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,10,
wotw_Settlement_TraderRekt1,37,28,38,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,wilderness/city/town/rural,any,8,
wotw_Settlement_TraderSnow1,41,25,38,-5,0,snow,,any,10,
wotw_Store_Book1,30,26,25,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,25,
wotw_Store_Book2,19,10,27,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,10,
wotw_Store_CanuckTire,60,11,52,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,6,
wotw_Store_Carpro1,13,11,25,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,8,
wotw_Store_Clothing1,19,10,27,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,,
wotw_Store_Convenience1,17,13,16,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,40,
wotw_Store_Cosco,66,13,49,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,6,
wotw_Store_Dollar1,46,13,38,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Store_Drugmart1,24,12,39,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,15,
wotw_Store_Electronics1,19,10,27,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/industrial/commercial,12,
wotw_Store_GasStation1,44,13,27,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,30,
wotw_Store_GasStation2,26,13,31,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,10,
wotw_Store_GasStation3,12,13,19,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,20,
wotw_Store_GasStation4,35,10,37,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,15,
wotw_Store_Grocery1,22,17,38,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,12,
wotw_Store_GunShop1,24,14,30,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,15,
wotw_Store_Hardware1,20,19,26,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,6,
wotw_Store_HardwareDepot1,107,17,92,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,20,
wotw_Store_HardwareHome,82,15,89,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,10,
wotw_Store_HisHers1,17,12,17,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,,
wotw_Store_Pharmacy1,26,13,36,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,20,
wotw_Store_Pharmacy2,21,14,29,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,10,
wotw_Store_StripMall1,34,20,41,-6,1,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,commercial,5,
wotw_Store_UnrealStuper1,38,30,36,-5,0,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,downtown/commercial,9,
wotw_Store_pcNtv2,42,11,33,-2,1,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial/commercial,5,
wotw_deco_RandomOre,2,11,2,-9,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,300,
wotw_industrial_freighterv2,19,20,33,-8,2,burnt_forest/snow/pine_forest/desert/wasteland,,none,8,
wotw_industrial_shipyard,35,27,44,-5,2,burnt_forest/snow/pine_forest/desert/wasteland,city/town/rural,industrial,10,
